,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
2947,I182076882,3115,Investigate Person,INVESTIGATE PERSON,D14,938,,2018-09-22 13:00:00,2018,9,Saturday,13,Part Three,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
220164,I162058764,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,938,,2016-07-23 01:30:00,2016,7,Saturday,1,Part Three,FIDELIS WAY,42.3458376,-71.14492138,"(42.34583760, -71.14492138)"
274508,I162000307,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",D4,273,,2016-01-01 20:34:00,2016,1,Friday,20,Part Two,WASHINGTON ST,42.3354351,-71.07840204,"(42.33543510, -71.07840204)"
16566,I182062143,3115,Investigate Person,INVESTIGATE PERSON,B3,908,,2018-08-05 23:13:00,2018,8,Sunday,23,Part Three,SHANDON RD,42.29611583,-71.09121958,"(42.29611583, -71.09121958)"
60929,I182014951,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,240,,2018-02-26 09:15:00,2018,2,Monday,9,Part Three,E COTTAGE ST,42.32004176,-71.06104118,"(42.32004176, -71.06104118)"
123346,I172056127,3115,Investigate Person,INVESTIGATE PERSON,B3,466,,2017-07-11 18:46:00,2017,7,Tuesday,18,Part Three,GREENDALE RD,42.28553375,-71.09422962,"(42.28553375, -71.09422962)"
50675,I182025921,3301,Verbal Disputes,VERBAL DISPUTE,D4,905,,2018-04-07 15:02:00,2018,4,Saturday,15,Part Three,E BROOKLINE ST,42.33926764,-71.07208833,"(42.33926764, -71.07208833)"
15897,I182062872,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,235,,2018-08-08 09:36:00,2018,8,Wednesday,9,Part Two,DORCHESTER AVE,42.32137427,-71.05679486,"(42.32137427, -71.05679486)"
257941,I162018185,3410,Towed,TOWED MOTOR VEHICLE,A1,86,,2016-03-08 10:04:00,2016,3,Tuesday,10,Part Three,COOPER ST,42.36441366,-71.05753981,"(42.36441366, -71.05753981)"
152737,I172024640,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,565,,2017-03-30 10:30:00,2017,3,Thursday,10,Part Two,GREENOCK ST,42.29105051,-71.09122374,"(42.29105051, -71.09122374)"
178070,I162104105,619,Larceny,LARCENY ALL OTHERS,D4,143,,2016-12-22 12:51:00,2016,12,Thursday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
167294,I172009179,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,333,,2017-02-03 04:42:00,2017,2,Friday,4,Part Three,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
249983,I162026772,1402,Vandalism,VANDALISM,B3,476,,2016-04-07 06:47:00,2016,4,Thursday,6,Part Two,REGIS RD,42.27141675,-71.09499384,"(42.27141675, -71.09499384)"
218540,I162060541,1402,Vandalism,VANDALISM,B2,309,,2016-07-29 05:47:00,2016,7,Friday,5,Part Two,DALE ST,42.3213001,-71.08567786,"(42.32130010, -71.08567786)"
160374,I172016482,1107,Fraud,FRAUD - IMPERSONATION,E13,610,,2017-02-14 15:00:00,2017,2,Tuesday,15,Part Two,ZAMORA CT,42.32259819,-71.11351346,"(42.32259819, -71.11351346)"
97013,I172084071,617,Larceny,LARCENY THEFT FROM BUILDING,A7,26,,2017-10-08 20:39:00,2017,10,Sunday,20,Part One,BORDER ST,42.38166501,-71.04030314,"(42.38166501, -71.04030314)"
239120,I162038449,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,280,,2016-05-17 11:30:00,2016,5,Tuesday,11,Part Two,DUDLEY ST,42.32883627,-71.08459849,"(42.32883627, -71.08459849)"
160845,I172015977,301,Robbery,ROBBERY - STREET,B3,432,,2017-02-27 15:14:00,2017,2,Monday,15,Part One,MASCOT ST,42.28539022,-71.0845773,"(42.28539022, -71.08457730)"
207102,I162072809,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,178,,2016-09-06 04:45:00,2016,9,Tuesday,4,Part Three,ALLERTON ST,42.32885043,-71.07064355,"(42.32885043, -71.07064355)"
111423,I172068799,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,521,,2017-08-15 18:28:00,2017,8,Tuesday,18,Part Three,MAPLE ST,42.2544451,-71.12242761,"(42.25444510, -71.12242761)"
238856,I162038730,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,313,,2016-05-18 09:15:00,2016,5,Wednesday,9,Part Two,TOWNSEND ST,42.31666791,-71.08401705,"(42.31666791, -71.08401705)"
78925,I172103381,1107,Fraud,FRAUD - IMPERSONATION,D14,776,,2017-10-20 07:00:00,2017,10,Friday,7,Part Two,LYNE RD,42.34552337,-71.15183871,"(42.34552337, -71.15183871)"
168283,I172008099,3410,Towed,TOWED MOTOR VEHICLE,A15,60,,2017-01-30 10:03:00,2017,1,Monday,10,Part Three,CITY SQ,42.37196094,-71.06217021,"(42.37196094, -71.06217021)"
200026,I162080501,2647,Other,THREATS TO DO BODILY HARM,E13,643,,2016-10-01 20:53:00,2016,10,Saturday,20,Part Two,CENTRE ST,42.31127465,-71.11448366,"(42.31127465, -71.11448366)"
278582,I152103680,2647,Other,THREATS TO DO BODILY HARM,B3,445,,2015-12-15 23:00:00,2015,12,Tuesday,23,Part Two,GLENWAY ST,42.29972869,-71.08171587,"(42.29972869, -71.08171587)"
60456,I182015457,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,631,,2018-02-19 00:00:00,2018,2,Monday,0,Part Two,COMMONWEALTH AVE,42.34963667,-71.10435826,"(42.34963667, -71.10435826)"
154521,I172022752,3125,Warrant Arrests,WARRANT ARREST,C6,177,,2017-03-23 16:59:00,2017,3,Thursday,16,Part Three,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
99177,I172081783,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D14,792,,2017-10-01 05:59:00,2017,10,Sunday,5,Part Three,COREY RD,42.34589104,-71.13602432,"(42.34589104, -71.13602432)"
252440,I162024123,3114,Investigate Property,INVESTIGATE PROPERTY,A1,61,,2016-03-29 08:01:00,2016,3,Tuesday,8,Part Three,FLEET CENTER PL,42.36646326,-71.06067801,"(42.36646326, -71.06067801)"
136988,I172041541,1402,Vandalism,VANDALISM,D4,273,,2017-05-26 09:04:00,2017,5,Friday,9,Part Two,LENOX ST,42.33672434,-71.08122724,"(42.33672434, -71.08122724)"
144744,I172033234,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,823,,2017-04-28 11:28:00,2017,4,Friday,11,Part Three,PLEASANT ST,42.31353744,-71.05924913,"(42.31353744, -71.05924913)"
237037,I162040670,1845,Drug Violation,DRUGS - POSS CLASS D,C11,254,,2016-05-24 19:00:00,2016,5,Tuesday,19,Part Two,DORCHESTER AVE,42.30947615,-71.05800088,"(42.30947615, -71.05800088)"
203952,I162076266,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,214,,2016-09-17 15:30:00,2016,9,Saturday,15,Part One,W FOURTH ST,42.33759774,-71.0508901,"(42.33759774, -71.05089010)"
211378,I162068215,3501,Missing Person Reported,MISSING PERSON,D4,161,,2016-08-22 21:06:00,2016,8,Monday,21,Part Three,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)"
247311,I162029616,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2016-04-16 14:02:00,2016,4,Saturday,14,Part Three,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
115217,I172064767,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E13,606,,2017-08-08 05:28:00,2017,8,Tuesday,5,Part One,S HUNTINGTON AVE,42.33136931,-71.11185116,"(42.33136931, -71.11185116)"
238387,I162039233,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,622,,2016-05-19 21:43:00,2016,5,Thursday,21,Part Three,BAY STATE RD,42.34993026,-71.09407011,"(42.34993026, -71.09407011)"
121896,I172057681,3301,Verbal Disputes,VERBAL DISPUTE,E18,522,,2017-07-16 22:34:00,2017,7,Sunday,22,Part Three,DANA AVE,42.25326734,-71.12385963,"(42.25326734, -71.12385963)"
312955,I152065962,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,498,,2015-08-09 19:00:00,2015,8,Sunday,19,Part Three,CLARE AVE,42.27162486,-71.11915512,"(42.27162486, -71.11915512)"
203705,I162076551,3114,Investigate Property,INVESTIGATE PROPERTY,B3,433,,2016-09-17 17:30:00,2016,9,Saturday,17,Part Three,NELSON ST,42.28267661,-71.08283064,"(42.28267661, -71.08283064)"
200557,I162079931,3301,Verbal Disputes,VERBAL DISPUTE,B2,300,,2016-09-30 00:09:00,2016,9,Friday,0,Part Three,CEDAR ST,42.32483951,-71.09042399,"(42.32483951, -71.09042399)"
116887,I172062999,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,320,,2017-08-02 16:38:00,2017,8,Wednesday,16,Part Two,BRUNSWICK ST,42.31193743,-71.08342088,"(42.31193743, -71.08342088)"
237924,I162039732,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2016-05-21 16:10:00,2016,5,Saturday,16,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
324216,I152053367,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,421,,2015-06-27 23:00:00,2015,6,Saturday,23,Part One,EVANS ST,42.28083844,-71.08458855,"(42.28083844, -71.08458855)"
90151,I172091470,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,237,,2017-11-01 18:12:00,2017,11,Wednesday,18,Part Three,EASTMAN ST,42.3198604,-71.0643412,"(42.31986040, -71.06434120)"
269823,I162005375,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,E18,522,,2016-01-20 15:47:00,2016,1,Wednesday,15,Part Three,DANA AVE,42.25396427,-71.12438009,"(42.25396427, -71.12438009)"
163708,I172013006,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2017-02-02 13:35:00,2017,2,Thursday,13,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
172891,I172003184,381,Robbery,ROBBERY - CAR JACKING,C11,357,,2017-01-12 14:48:00,2017,1,Thursday,14,Part One,GENEVA AVE,42.29947527,-71.0647833,"(42.29947527, -71.06478330)"
218749,I162060320,3207,Property Found,PROPERTY - FOUND,D4,153,,2016-07-28 10:00:00,2016,7,Thursday,10,Part Three,MONTGOMERY ST,42.34338684,-71.07474635,"(42.34338684, -71.07474635)"
263308,I162012391,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,188,,2016-02-16 11:40:00,2016,2,Tuesday,11,Part Three,DORCHESTER AVE,42.32206077,-71.05680459,"(42.32206077, -71.05680459)"
3551,I182076214,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,469,,2018-09-21 04:03:00,2018,9,Friday,4,Part Three,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
104911,I172075747,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,296,,2017-09-12 13:18:00,2017,9,Tuesday,13,Part One,MORELAND ST,42.32396839,-71.07919432,"(42.32396839, -71.07919432)"
269131,I162006136,3125,Warrant Arrests,WARRANT ARREST,B3,449,,2016-01-23 11:24:00,2016,1,Saturday,11,Part Three,SPENCER ST,42.2920407,-71.07544515,"(42.29204070, -71.07544515)"
52685,I182023781,3115,Investigate Person,INVESTIGATE PERSON,A1,94,,2018-03-27 14:10:00,2018,3,Tuesday,14,Part Three,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
29797,I182048072,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,102,,2018-06-20 05:00:00,2018,6,Wednesday,5,Part Two,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
193834,I162087117,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,100,,2016-10-21 16:00:00,2016,10,Friday,16,Part One,OLIVER ST,42.35696957,-71.05441742,"(42.35696957, -71.05441742)"
147643,I172030102,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,332,,2017-04-18 06:38:00,2017,4,Tuesday,6,Part Three,HANCOCK ST,42.31465584,-71.06581008,"(42.31465584, -71.06581008)"
3781,I182075993,3301,Verbal Disputes,VERBAL DISPUTE,B3,429,,2018-09-20 12:43:00,2018,9,Thursday,12,Part Three,MORTON ST,42.28331676,-71.08906431,"(42.28331676, -71.08906431)"
304513,I152075252,3125,Warrant Arrests,WARRANT ARREST,A1,111,,2015-09-10 12:33:00,2015,9,Thursday,12,Part Three,BOYLSTON ST,42.35232905,-71.0641034,"(42.35232905, -71.06410340)"
38974,I182038283,2647,Other,THREATS TO DO BODILY HARM,D4,619,,2018-05-19 23:33:00,2018,5,Saturday,23,Part Two,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)"
3084,I182076726,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,140,,2018-09-22 10:00:00,2018,9,Saturday,10,Part Three,COMMONWEALTH AVE,42.35010735,-71.08545637,"(42.35010735, -71.08545637)"
56797,I182019409,3301,Verbal Disputes,VERBAL DISPUTE,B3,409,,2018-03-14 21:54:00,2018,3,Wednesday,21,Part Three,STANDARD ST,42.27195474,-71.07850094,"(42.27195474, -71.07850094)"
57624,I182018518,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,, ,,2018-03-01 20:00:00,2018,3,Thursday,20,Part One,,42.3333038,-71.097801,"(42.33330380, -71.09780100)"
44885,I182032009,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,24,,2018-04-29 03:44:00,2018,4,Sunday,3,Part Three,LEXINGTON ST,42.37826778,-71.03601677,"(42.37826778, -71.03601677)"
55253,I182021067,3301,Verbal Disputes,VERBAL DISPUTE,E18,495,,2018-03-20 21:05:00,2018,3,Tuesday,21,Part Three,ARLINGTON ST,42.26303952,-71.12230282,"(42.26303952, -71.12230282)"
326358,I152050911,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,306,,2015-06-19 17:16:00,2015,6,Friday,17,Part Three,TOWNSEND ST,42.3191711,-71.09192415,"(42.31917110, -71.09192415)"
171787,I172004373,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,678,,2017-01-13 20:30:00,2017,1,Friday,20,Part One,WELD ST,42.29335577,-71.14182237,"(42.29335577, -71.14182237)"
116014,I172063923,617,Larceny,LARCENY THEFT FROM BUILDING,D4,179,,2017-08-05 08:44:00,2017,8,Saturday,8,Part One,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
34684,I182042904,1845,Drug Violation,DRUGS - POSS CLASS D,A7,902,,2018-06-03 17:25:00,2018,6,Sunday,17,Part Two,S BREMEN ST,42.36780297,-71.03943328,"(42.36780297, -71.03943328)"
228354,I162049931,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A15,56,,2016-06-23 15:07:00,2016,6,Thursday,15,Part Two,THOMPSON SQ,42.3751514,-71.0639642,"(42.37515140, -71.06396420)"
240821,I162036642,1402,Vandalism,VANDALISM,E13,572,,2016-04-29 10:00:00,2016,4,Friday,10,Part Two,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
165083,I172011566,617,Larceny,LARCENY THEFT FROM BUILDING,A7,25,,2017-02-10 21:00:00,2017,2,Friday,21,Part One,CONDOR ST,42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
281615,I152100300,3114,Investigate Property,INVESTIGATE PROPERTY,C11,933,,2015-12-04 18:44:00,2015,12,Friday,18,Part Three,WASHINGTON ST,42.2841954,-71.07157967,"(42.28419540, -71.07157967)"
211640,I162067942,3410,Towed,TOWED MOTOR VEHICLE,C6,209,,2016-08-22 06:23:00,2016,8,Monday,6,Part Three,W FIRST ST,42.33920936,-71.04629384,"(42.33920936, -71.04629384)"
224052,I162054551,1402,Vandalism,VANDALISM,D14,808,,2016-07-09 11:23:00,2016,7,Saturday,11,Part Two,LINCOLN ST,42.35779134,-71.13937053,"(42.35779134, -71.13937053)"
61188,I182014672,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,B2, ,,2018-02-24 22:35:00,2018,2,Saturday,22,Part Two,,,,"(0.00000000, 0.00000000)"
211605,I162067979,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2016-08-22 08:30:00,2016,8,Monday,8,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
85358,I172096529,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,252,,2017-11-19 09:53:00,2017,11,Sunday,9,Part Two,PLAYSTEAD RD,42.3096135,-71.0517317,"(42.30961350, -71.05173170)"
130794,I172048237,3115,Investigate Person,INVESTIGATE PERSON,B3,420,,2017-06-16 14:53:00,2017,6,Friday,14,Part Three,LORNA RD,42.27663372,-71.08527294,"(42.27663372, -71.08527294)"
296318,I152084104,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,568,,2015-10-09 16:30:00,2015,10,Friday,16,Part One,WALNUT AVE,42.31197821,-71.09737435,"(42.31197821, -71.09737435)"
258583,I162017462,3208,Property Lost,PROPERTY - MISSING,D14,802,,2016-03-03 23:00:00,2016,3,Thursday,23,Part Three,BRIGHTON AVE,42.35315862,-71.13289373,"(42.35315862, -71.13289373)"
31047,I182046729,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,457,,2018-06-15 18:46:00,2018,6,Friday,18,Part Three,BRADSHAW ST,42.29855717,-71.08348265,"(42.29855717, -71.08348265)"
287913,I152093307,616,Larceny,LARCENY THEFT OF BICYCLE,B3,429,,2015-11-10 08:21:00,2015,11,Tuesday,8,Part One,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
258815,I162017223,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,96,,2016-03-04 15:00:00,2016,3,Friday,15,Part Three,E INDIA ROW,42.35840146,-71.05041556,"(42.35840146, -71.05041556)"
325266,I152052224,3115,Investigate Person,INVESTIGATE PERSON,C6,936,,2015-06-24 12:29:00,2015,6,Wednesday,12,Part Three,W SEVENTH ST,42.33697857,-71.05500277,"(42.33697857, -71.05500277)"
80352,I172101843,3201,Property Lost,PROPERTY - LOST,D4,128,,2017-11-17 00:00:00,2017,11,Friday,0,Part Three,COLUMBUS AVE,42.3483427,-71.0722253,"(42.34834270, -71.07222530)"
211854,I162067704,1402,Vandalism,VANDALISM,B2,331,,2016-08-21 08:17:00,2016,8,Sunday,8,Part Two,BODWELL ST,42.31267329,-71.07003958,"(42.31267329, -71.07003958)"
98583,I172082399,3115,Investigate Person,INVESTIGATE PERSON,E5,550,,2017-10-03 08:20:00,2017,10,Tuesday,8,Part Three,HIGHCREST TER,42.27417161,-71.13745025,"(42.27417161, -71.13745025)"
282116,I152099726,3201,Property Lost,PROPERTY - LOST,C6,207,,2015-12-02 18:45:00,2015,12,Wednesday,18,Part Three,MARINA PARK DR,42.35300247,-71.0450227,"(42.35300247, -71.04502270)"
196784,I162083953,619,Larceny,LARCENY ALL OTHERS,B2,293,,2016-10-13 18:12:00,2016,10,Thursday,18,Part One,WASHINGTON ST,42.32555182,-71.08797386,"(42.32555182, -71.08797386)"
254718,I162021710,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,381,,2016-03-20 11:08:00,2016,3,Sunday,11,Part One,REV ROBERT M COSTELLO PL,42.28556163,-71.04580223,"(42.28556163, -71.04580223)"
16978,I182061692,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,65,,2018-08-04 06:33:00,2018,8,Saturday,6,Part Three,CAMBRIDGE ST,42.36122507,-71.06661775,"(42.36122507, -71.06661775)"
255738,I162020602,3115,Investigate Person,INVESTIGATE PERSON,D4,167,,2016-03-16 17:49:00,2016,3,Wednesday,17,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
18778,I182059714,801,Simple Assault,ASSAULT - SIMPLE,A1,61,,2018-07-28 22:13:00,2018,7,Saturday,22,Part Two,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
199660,I162080900,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,545,,2016-10-03 10:49:00,2016,10,Monday,10,Part Three,GORDON AVE,42.25992567,-71.1309563,"(42.25992567, -71.13095630)"
103466,I172077260,3501,Missing Person Reported,MISSING PERSON,D14,784,,2017-09-16 23:48:00,2017,9,Saturday,23,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
134655,I172044065,3205,License Plate Related Incidents,M/V PLATES - LOST,C6,174,,2017-06-03 17:01:00,2017,6,Saturday,17,Part Three,DAMRELL ST,42.33346645,-71.05701556,"(42.33346645, -71.05701556)"
126518,I172052760,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E5,551,,2017-06-30 18:34:00,2017,6,Friday,18,Part Two,BEECH ST,42.27623225,-71.1337322,"(42.27623225, -71.13373220)"
143450,I172034606,1001,Counterfeiting,FORGERY / COUNTERFEITING,B2,593,,2016-09-27 09:50:00,2016,9,Tuesday,9,Part Two,BROOKLINE AVE,42.33748963,-71.10880593,"(42.33748963, -71.10880593)"
156866,I172020226,3410,Towed,TOWED MOTOR VEHICLE,E5,686,,2017-03-15 08:56:00,2017,3,Wednesday,8,Part Three,ANAWAN AVE,42.28576883,-71.14678737,"(42.28576883, -71.14678737)"
37069,I182040315,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2, ,,2018-05-26 07:52:00,2018,5,Saturday,7,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
18818,I182059671,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,94,,2018-07-28 12:00:00,2018,7,Saturday,12,Part Two,CHATHAM ST,42.35969525,-71.05401301,"(42.35969525, -71.05401301)"
6671,I182072806,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,351,,2018-08-31 12:00:00,2018,8,Friday,12,Part One,CLAYTON ST,42.30082926,-71.05584914,"(42.30082926, -71.05584914)"
188938,I162092281,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14, ,,2016-11-10 20:30:00,2016,11,Thursday,20,Part One,,,,"(0.00000000, 0.00000000)"
195282,I162085538,3502,Missing Person Located,MISSING PERSON - LOCATED,A1,119,,2016-10-19 02:21:00,2016,10,Wednesday,2,Part Three,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
216572,I162062668,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1, ,,2016-08-05 01:18:00,2016,8,Friday,1,Part Three,,,,"(0.00000000, 0.00000000)"
187690,I162093597,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E5,740,,2016-11-15 18:41:00,2016,11,Tuesday,18,Part Three,LASELL ST,42.29078587,-71.16421699,"(42.29078587, -71.16421699)"
273189,I162001720,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E18,521,,2016-01-07 09:08:00,2016,1,Thursday,9,Part Three,RIVER ST,42.25594526,-71.12143772,"(42.25594526, -71.12143772)"
286061,I152095387,2647,Other,THREATS TO DO BODILY HARM,C11,335,,2015-11-17 09:28:00,2015,11,Tuesday,9,Part Two,QUINCY ST,42.30947016,-71.06664424,"(42.30947016, -71.06664424)"
75924,I172106632,617,Larceny,LARCENY THEFT FROM BUILDING,A1,73,,2017-12-27 13:01:00,2017,12,Wednesday,13,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)"
30843,I182046935,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,144,,2018-06-16 13:10:00,2018,6,Saturday,13,Part Three,DALTON ST,42.34550128,-71.0841698,"(42.34550128, -71.08416980)"
31702,I182046050,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,797,,2018-06-13 20:36:00,2018,6,Wednesday,20,Part Three,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
326403,I152050853,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,311,,2015-06-19 16:36:00,2015,6,Friday,16,Part Two,MAYWOOD ST,42.31785924,-71.0810356,"(42.31785924, -71.08103560)"
256065,I162020224,3207,Property Found,PROPERTY - FOUND,D4,138,,2016-03-15 14:30:00,2016,3,Tuesday,14,Part Three,BOYLSTON ST,42.34950783,-71.07949866,"(42.34950783, -71.07949866)"
51415,I182025132,617,Larceny,LARCENY THEFT FROM BUILDING,D14,797,,2018-04-04 15:00:00,2018,4,Wednesday,15,Part One,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
252691,I162023857,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,309,,2016-03-28 08:42:00,2016,3,Monday,8,Part Three,DALE ST,42.32107166,-71.08510371,"(42.32107166, -71.08510371)"
123839,I172055618,562,Other Burglary,BURGLARY - OTHER - NO FORCE,A7,29,,2017-07-10 09:11:00,2017,7,Monday,9,Part One,BREMEN ST,42.37030725,-71.03724113,"(42.37030725, -71.03724113)"
132432,I172046475,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,356,,2017-06-11 16:29:00,2017,6,Sunday,16,Part Three,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
103809,I172076898,3114,Investigate Property,INVESTIGATE PROPERTY,B2,585,,2017-09-15 21:37:00,2017,9,Friday,21,Part Three,HILLSIDE ST,42.330675,-71.10371734,"(42.33067500, -71.10371734)"
124538,I172054872,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E13,652,,2017-07-07 15:55:00,2017,7,Friday,15,Part Three,NEW WASHINGTON ST,42.301898,-71.114466,"(42.30189800, -71.11446600)"
29757,I182048112,3410,Towed,TOWED MOTOR VEHICLE,C11,367,,2018-06-20 10:27:00,2018,6,Wednesday,10,Part Three,ADAMS ST,42.29519923,-71.05622834,"(42.29519923, -71.05622834)"
141294,I172036890,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,321,,2017-05-10 21:39:00,2017,5,Wednesday,21,Part Three,INTERVALE ST,42.31226098,-71.08179001,"(42.31226098, -71.08179001)"
65917,I182009646,3115,Investigate Person,INVESTIGATE PERSON,B3,457,,2018-02-06 03:16:00,2018,2,Tuesday,3,Part Three,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
193815,I162087138,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,449,,2016-10-24 13:10:00,2016,10,Monday,13,Part One,ROSEDALE ST,42.29201643,-71.07459462,"(42.29201643, -71.07459462)"
