,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
154183,I172023114,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,Y,2017-03-24 21:37:00,2017,3,Friday,21,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
156681,I172020425,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,41,Y,2017-03-15 22:03:00,2017,3,Wednesday,22,Part One,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
157939,I172019108,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,347,Y,2017-03-10 16:36:00,2017,3,Friday,16,Part Two,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
157940,I172019108,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,347,Y,2017-03-10 16:36:00,2017,3,Friday,16,Part One,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
157941,I172019108,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,347,Y,2017-03-10 16:36:00,2017,3,Friday,16,Part Two,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
157942,I172019108,2660,Other,OTHER OFFENSE,C11,347,Y,2017-03-10 16:36:00,2017,3,Friday,16,Part Two,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
157943,I172019108,3125,Warrant Arrests,WARRANT ARREST,C11,347,Y,2017-03-10 16:36:00,2017,3,Friday,16,Part Three,ADAMS ST,42.30618185,-71.06187015,"(42.30618185, -71.06187015)"
158535,I172018486,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,328,Y,2017-03-08 15:51:00,2017,3,Wednesday,15,Part One,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
158536,I172018486,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B2,328,Y,2017-03-08 15:51:00,2017,3,Wednesday,15,Part Two,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
158537,I172018486,2622,Other,KIDNAPPING/CUSTODIAL KIDNAPPING,B2,328,Y,2017-03-08 15:51:00,2017,3,Wednesday,15,Part Two,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
158538,I172018486,3125,Warrant Arrests,WARRANT ARREST,B2,328,Y,2017-03-08 15:51:00,2017,3,Wednesday,15,Part Three,QUINCY ST,42.31252546,-71.07389321,"(42.31252546, -71.07389321)"
160536,I172016312,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,418,Y,2017-02-28 18:16:00,2017,2,Tuesday,18,Part One,EVANS ST,42.28264842,-71.07887885,"(42.28264842, -71.07887885)"
160537,I172016312,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,418,Y,2017-02-28 18:16:00,2017,2,Tuesday,18,Part Two,EVANS ST,42.28264842,-71.07887885,"(42.28264842, -71.07887885)"
161952,I172014851,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,316,Y,2017-02-23 18:29:00,2017,2,Thursday,18,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
162051,I172014754,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,465,Y,2017-02-23 13:29:00,2017,2,Thursday,13,Part One,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
162052,I172014754,1402,Vandalism,VANDALISM,B3,465,Y,2017-02-23 13:29:00,2017,2,Thursday,13,Part Two,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
162204,I172014595,3125,Warrant Arrests,WARRANT ARREST,B2,288,Y,2017-02-22 20:50:00,2017,2,Wednesday,20,Part Three,MARVIN ST,42.33036581,-71.08539259,"(42.33036581, -71.08539259)"
162205,I172014595,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,288,Y,2017-02-22 20:50:00,2017,2,Wednesday,20,Part One,MARVIN ST,42.33036581,-71.08539259,"(42.33036581, -71.08539259)"
162206,I172014595,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,288,Y,2017-02-22 20:50:00,2017,2,Wednesday,20,Part Two,MARVIN ST,42.33036581,-71.08539259,"(42.33036581, -71.08539259)"
162849,I172013903,3125,Warrant Arrests,WARRANT ARREST,B2,611,Y,2017-02-20 14:08:00,2017,2,Monday,14,Part Three,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
162850,I172013903,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,611,Y,2017-02-20 14:08:00,2017,2,Monday,14,Part One,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
162851,I172013903,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,611,Y,2017-02-20 14:08:00,2017,2,Monday,14,Part Two,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
162852,I172013903,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,611,Y,2017-02-20 14:08:00,2017,2,Monday,14,Part Two,KEMPTON ST,42.33407232,-71.10792519,"(42.33407232, -71.10792519)"
166207,I172010342,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,468,Y,2017-02-07 20:12:00,2017,2,Tuesday,20,Part One,WELLINGTON HILL ST,42.2819874,-71.09623655,"(42.28198740, -71.09623655)"
166670,I172009839,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,346,Y,2017-02-05 17:49:00,2017,2,Sunday,17,Part One,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
166671,I172009839,1874,Drug Violation,DRUGS - OTHER,C11,346,Y,2017-02-05 17:49:00,2017,2,Sunday,17,Part Two,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
167047,I172009433,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,450,Y,2017-02-04 00:17:00,2017,2,Saturday,0,Part One,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
167048,I172009433,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,450,Y,2017-02-04 00:17:00,2017,2,Saturday,0,Part One,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
168308,I172008070,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,359,Y,2017-01-30 06:24:00,2017,1,Monday,6,Part One,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
168522,I172007832,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,342,Y,2017-01-29 06:52:00,2017,1,Sunday,6,Part Two,BOWDOIN ST,42.3036967,-71.07104897,"(42.30369670, -71.07104897)"
168523,I172007832,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,342,Y,2017-01-29 06:52:00,2017,1,Sunday,6,Part One,BOWDOIN ST,42.3036967,-71.07104897,"(42.30369670, -71.07104897)"
168874,I172007456,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,513,Y,2017-01-27 22:48:00,2017,1,Friday,22,Part One,NORWAY PARK,42.25076977,-71.11401862,"(42.25076977, -71.11401862)"
170012,I172006241,301,Robbery,ROBBERY - STREET,B3,469,Y,2017-01-23 21:43:00,2017,1,Monday,21,Part One,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
170583,I172005625,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,441,Y,2017-01-21 18:34:00,2017,1,Saturday,18,Part One,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
170606,I172005603,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,393,Y,2017-01-21 16:45:00,2017,1,Saturday,16,Part One,MONSIGNOR PATRICK J. LYDO,42.28866198,-71.06130524,"(42.28866198, -71.06130524)"
170771,I172005430,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,D4,903,Y,2017-01-21 02:19:00,2017,1,Saturday,2,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
170772,I172005430,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,903,Y,2017-01-21 02:19:00,2017,1,Saturday,2,Part One,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
170773,I172005430,3207,Property Found,PROPERTY - FOUND,D4,903,Y,2017-01-21 02:19:00,2017,1,Saturday,2,Part Three,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
171615,I172004542,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,2017-01-17 22:05:00,2017,1,Tuesday,22,Part One,CENTRE ST,42.32290252,-71.10220402,"(42.32290252, -71.10220402)"
173105,I172002970,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,527,Y,2017-01-11 22:29:00,2017,1,Wednesday,22,Part One,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
173174,I172002902,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,457,Y,2017-01-11 18:07:00,2017,1,Wednesday,18,Part One,GLENWAY ST,42.30066139,-71.08328208,"(42.30066139, -71.08328208)"
173175,I172002902,3114,Investigate Property,INVESTIGATE PROPERTY,B3,457,Y,2017-01-11 18:07:00,2017,1,Wednesday,18,Part Three,GLENWAY ST,42.30066139,-71.08328208,"(42.30066139, -71.08328208)"
173682,I172002376,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,268,Y,2017-01-09 19:27:00,2017,1,Monday,19,Part Two,DEARBORN ST,42.32991249,-71.07875908,"(42.32991249, -71.07875908)"
173683,I172002376,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,268,Y,2017-01-09 19:27:00,2017,1,Monday,19,Part One,DEARBORN ST,42.32991249,-71.07875908,"(42.32991249, -71.07875908)"
173684,I172002376,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,268,Y,2017-01-09 19:27:00,2017,1,Monday,19,Part Two,DEARBORN ST,42.32991249,-71.07875908,"(42.32991249, -71.07875908)"
174003,I172002024,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,463,Y,2017-01-08 13:43:00,2017,1,Sunday,13,Part One,AMERICAN LEGION HWY,42.29520338,-71.0927164,"(42.29520338, -71.09271640)"
174004,I172002024,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,463,Y,2017-01-08 13:43:00,2017,1,Sunday,13,Part Two,AMERICAN LEGION HWY,42.29520338,-71.0927164,"(42.29520338, -71.09271640)"
175840,I172000047,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,442,Y,2017-01-01 02:26:00,2017,1,Sunday,2,Part One,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
176190,I162106131,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,2016-12-30 16:29:00,2016,12,Friday,16,Part One,BOWDOIN ST,42.30431938,-71.06962209,"(42.30431938, -71.06962209)"
176644,I162105651,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,340,Y,2016-12-28 21:57:00,2016,12,Wednesday,21,Part One,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
177719,I162104474,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,2016-12-23 18:13:00,2016,12,Friday,18,Part One,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)"
178004,I162104173,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,438,Y,2016-12-22 16:52:00,2016,12,Thursday,16,Part One,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
179274,I162102801,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,431,Y,2016-12-17 20:08:00,2016,12,Saturday,20,Part One,CALLENDER ST,42.28855818,-71.0883947,"(42.28855818, -71.08839470)"
180426,I162101528,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,Y,2016-12-13 12:45:00,2016,12,Tuesday,12,Part One,CLIFTON ST,42.32095643,-71.0699261,"(42.32095643, -71.06992610)"
180585,I162101338,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,215,Y,2016-12-12 20:03:00,2016,12,Monday,20,Part One,D ST,42.33670628,-71.05330809,"(42.33670628, -71.05330809)"
180871,I162101031,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,273,Y,2016-12-11 18:19:00,2016,12,Sunday,18,Part One,LENOX ST,42.33593698,-71.08008791,"(42.33593698, -71.08008791)"
180896,I162101004,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,B2,605,Y,2016-12-11 16:13:00,2016,12,Sunday,16,Part Two,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
180897,I162101004,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B2,605,Y,2016-12-11 16:13:00,2016,12,Sunday,16,Part Two,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
180898,I162101004,3125,Warrant Arrests,WARRANT ARREST,B2,605,Y,2016-12-11 16:13:00,2016,12,Sunday,16,Part Three,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
180899,I162101004,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,605,Y,2016-12-11 16:13:00,2016,12,Sunday,16,Part One,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
181511,I162100329,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,2016-12-09 04:09:00,2016,12,Friday,4,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
181512,I162100329,3125,Warrant Arrests,WARRANT ARREST,E13,912,Y,2016-12-09 04:09:00,2016,12,Friday,4,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
181635,I162100193,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,2016-12-08 17:06:00,2016,12,Thursday,17,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
181636,I162100193,1845,Drug Violation,DRUGS - POSS CLASS D,B2,308,Y,2016-12-08 17:06:00,2016,12,Thursday,17,Part Two,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
181637,I162100193,301,Robbery,ROBBERY - STREET,B2,308,Y,2016-12-08 17:06:00,2016,12,Thursday,17,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
181638,I162100193,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,308,Y,2016-12-08 17:06:00,2016,12,Thursday,17,Part Two,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
181639,I162100193,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,308,Y,2016-12-08 17:06:00,2016,12,Thursday,17,Part Two,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
183007,I162098714,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,311,Y,2016-12-03 19:15:00,2016,12,Saturday,19,Part One,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
183008,I162098714,3125,Warrant Arrests,WARRANT ARREST,B2,311,Y,2016-12-03 19:15:00,2016,12,Saturday,19,Part Three,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
183208,I162098498,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,485,Y,2016-12-03 00:12:00,2016,12,Saturday,0,Part One,ALPINE ST,42.26414947,-71.10088891,"(42.26414947, -71.10088891)"
183348,I162098343,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,292,Y,2016-12-02 15:08:00,2016,12,Friday,15,Part One,KENILWORTH ST,42.32874077,-71.08771559,"(42.32874077, -71.08771559)"
183349,I162098343,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,292,Y,2016-12-02 15:08:00,2016,12,Friday,15,Part Two,KENILWORTH ST,42.32874077,-71.08771559,"(42.32874077, -71.08771559)"
183403,I162098292,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,420,Y,2016-12-02 13:29:00,2016,12,Friday,13,Part One,W SELDEN ST,42.27693086,-71.08631706,"(42.27693086, -71.08631706)"
183529,I162098159,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,2016-12-01 23:51:00,2016,12,Thursday,23,Part One,DEVON ST,42.31038717,-71.0805453,"(42.31038717, -71.08054530)"
183701,I162097972,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,319,Y,2016-12-01 13:30:00,2016,12,Thursday,13,Part One,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
183702,I162097972,2401,Disorderly Conduct,AFFRAY,B2,319,Y,2016-12-01 13:30:00,2016,12,Thursday,13,Part Two,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
183797,I162097868,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,123,Y,2016-12-01 06:23:00,2016,12,Thursday,6,Part One,HARRISON AVE,42.34891347,-71.06221241,"(42.34891347, -71.06221241)"
183939,I162097703,361,Robbery,ROBBERY - OTHER,C11,400,Y,2016-11-30 14:20:48,2016,11,Wednesday,14,Part One,ASHMONT ST,42.28531158,-71.07060801,"(42.28531158, -71.07060801)"
185673,I162095771,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,322,Y,2016-11-22 23:52:00,2016,11,Tuesday,23,Part One,HOLBORN ST,42.31498564,-71.08194639,"(42.31498564, -71.08194639)"
186739,I162094630,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,612,Y,2016-11-19 00:30:00,2016,11,Saturday,0,Part One,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
187811,I162093473,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,470,Y,2016-11-15 12:13:00,2016,11,Tuesday,12,Part One,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
187920,I162093358,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,2016-11-14 23:31:00,2016,11,Monday,23,Part One,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
187921,I162093358,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,Y,2016-11-14 23:31:00,2016,11,Monday,23,Part One,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
187922,I162093358,1402,Vandalism,VANDALISM,B2,238,Y,2016-11-14 23:31:00,2016,11,Monday,23,Part Two,WENDOVER ST,42.31820434,-71.06657287,"(42.31820434, -71.06657287)"
188045,I162093213,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,359,Y,2016-11-14 14:57:00,2016,11,Monday,14,Part One,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
188046,I162093213,3170,Other,INTIMIDATING WITNESS,C11,359,Y,2016-11-14 14:57:00,2016,11,Monday,14,Part Three,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
188472,I162092748,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,901,Y,2016-11-12 17:46:00,2016,11,Saturday,17,Part One,SMITH ST,42.33363658,-71.09841709,"(42.33363658, -71.09841709)"
188475,I162092746,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,944,Y,2016-11-12 16:46:00,2016,11,Saturday,16,Part One,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
188719,I162092494,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,181,Y,2016-11-11 17:27:00,2016,11,Friday,17,Part Two,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
188720,I162092494,3130,Search Warrants,SEARCH WARRANT,B2,181,Y,2016-11-11 17:27:00,2016,11,Friday,17,Part Three,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
188721,I162092494,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,181,Y,2016-11-11 17:27:00,2016,11,Friday,17,Part One,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
189469,I162091710,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,474,Y,2016-11-08 22:45:00,2016,11,Tuesday,22,Part One,SAVANNAH AVE,42.27373936,-71.10108024,"(42.27373936, -71.10108024)"
189988,I162091158,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,328,Y,2016-11-07 02:40:00,2016,11,Monday,2,Part One,MAGNOLIA ST,42.31086842,-71.07425854,"(42.31086842, -71.07425854)"
190051,I162091087,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,279,Y,2016-11-06 19:47:00,2016,11,Sunday,19,Part One,DUDLEY ST,42.328597,-71.08274741,"(42.32859700, -71.08274741)"
190482,I162090649,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,319,Y,2016-11-05 10:10:00,2016,11,Saturday,10,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
190483,I162090649,3125,Warrant Arrests,WARRANT ARREST,B2,319,Y,2016-11-05 10:10:00,2016,11,Saturday,10,Part Three,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
190484,I162090649,3130,Search Warrants,SEARCH WARRANT,B2,319,Y,2016-11-05 10:10:00,2016,11,Saturday,10,Part Three,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
190525,I162090599,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,464,Y,2016-11-05 01:16:00,2016,11,Saturday,1,Part Two,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
190526,I162090599,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,464,Y,2016-11-05 01:16:00,2016,11,Saturday,1,Part Two,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
190527,I162090599,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,464,Y,2016-11-05 01:16:00,2016,11,Saturday,1,Part One,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
190529,I162090597,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,345,Y,2016-11-05 00:39:00,2016,11,Saturday,0,Part One,BENTHAM RD,42.30328747,-71.06363409,"(42.30328747, -71.06363409)"
190830,I162090282,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,912,Y,2016-11-04 18:30:00,2016,11,Friday,18,Part One,CHESTNUT TER,42.31548515,-71.10615496,"(42.31548515, -71.10615496)"
190831,I162090282,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,E13,912,Y,2016-11-04 18:30:00,2016,11,Friday,18,Part Two,CHESTNUT TER,42.31548515,-71.10615496,"(42.31548515, -71.10615496)"
190842,I162090277,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,2016-11-03 23:45:00,2016,11,Thursday,23,Part One,WENDOVER ST,42.31921209,-71.06615772,"(42.31921209, -71.06615772)"
191618,I162089429,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2016-11-01 14:16:00,2016,11,Tuesday,14,Part One,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
192395,I162088605,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2016-10-29 16:27:00,2016,10,Saturday,16,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
192419,I162088581,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,460,Y,2016-10-29 14:27:00,2016,10,Saturday,14,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
193085,I162087894,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,458,Y,2016-10-26 23:51:00,2016,10,Wednesday,23,Part One,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
194102,I162086825,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,516,Y,2016-10-23 11:30:00,2016,10,Sunday,11,Part One,WILLIAMS AVE,42.25022843,-71.11831536,"(42.25022843, -71.11831536)"
194428,I162086460,3114,Investigate Property,INVESTIGATE PROPERTY,B3,444,Y,2016-10-22 00:52:00,2016,10,Saturday,0,Part Three,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
194429,I162086460,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,2016-10-22 00:52:00,2016,10,Saturday,0,Part One,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
194828,I162086029,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,Y,2016-10-20 15:40:00,2016,10,Thursday,15,Part One,MARTIN LUTHER KING JR BLV,42.31996824,-71.08859562,"(42.31996824, -71.08859562)"
195006,I162085838,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,319,Y,2016-10-19 22:52:00,2016,10,Wednesday,22,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
195383,I162085432,3125,Warrant Arrests,WARRANT ARREST,C11,361,Y,2016-10-18 17:43:00,2016,10,Tuesday,17,Part Three,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
195384,I162085432,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,361,Y,2016-10-18 17:43:00,2016,10,Tuesday,17,Part One,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
195616,I162085177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,396,Y,2016-10-18 18:03:00,2016,10,Tuesday,18,Part One,WELLES AVE,42.2896322,-71.06490373,"(42.28963220, -71.06490373)"
196224,I162084533,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,279,Y,2016-10-15 15:58:00,2016,10,Saturday,15,Part Two,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)"
196225,I162084533,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,279,Y,2016-10-15 15:58:00,2016,10,Saturday,15,Part One,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)"
196226,I162084533,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,279,Y,2016-10-15 15:58:00,2016,10,Saturday,15,Part One,WINSLOW ST,42.32882991,-71.08144379,"(42.32882991, -71.08144379)"
196948,I162083769,3001,Medical Assistance,DEATH INVESTIGATION,A7,7,Y,2016-10-12 22:51:00,2016,10,Wednesday,22,Part Three,GLADSTONE ST,42.38957164,-71.00692077,"(42.38957164, -71.00692077)"
