,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
9753,2015-03-22 19:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,INGLESIDE,NONE,100 Block of LAIDLEY ST,-122.42905820953199,37.7395288770786
401487,2009-09-19 01:53:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,0 Block of 6TH ST,-122.40950430935,37.781526271747
873132,2003-01-24 18:55:00,MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
255085,2011-12-03 00:01:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,300 Block of 2ND AV,-122.460136201718,37.7821534242188
135632,2013-07-26 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412502628697,37.714630772273395
220711,2012-06-01 07:30:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Friday,MISSION,NONE,22ND ST / NOE ST,-122.432179262317,37.7546271730767
318510,2010-12-18 19:20:00,WEAPON LAWS,LOITERING WHILE CARRYING CONCEALED WEAPON,Saturday,MISSION,"ARREST, BOOKED",3300 Block of 18TH ST,-122.418830499608,37.7618127068587
207116,2012-08-11 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,FULTON ST / ARGUELLO BL,-122.458372853609,37.774307949423
806788,2003-12-13 15:41:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,PSYCHOPATHIC CASE,0 Block of FELL ST,-122.418500584434,37.7764380944444
168817,2013-02-19 14:05:00,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,MISSION,JUVENILE BOOKED,CHURCH ST / 18TH ST,-122.428355366652,37.7612577113414
120473,2013-10-03 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,BAYVIEW,NONE,VERMONT ST / MARIPOSA ST,-122.404372922395,37.7633809462245
670045,2005-11-14 00:01:00,NON-CRIMINAL,LOST PROPERTY,Monday,MISSION,NONE,2500 Block of HARRISON ST,-122.412202536007,37.7566197885385
104011,2013-12-24 19:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,NORTHERN,NONE,2100 Block of VALLEJO ST,-122.432675156254,37.7955918814709
714294,2005-04-04 06:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.408437135288,37.781954394999794
714819,2005-03-26 17:46:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,BAYVIEW,"ARREST, CITED",300 Block of WILLIAMS AV,-122.39944365894199,37.73017601616471
12544,2015-03-16 09:00:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Monday,PARK,UNFOUNDED,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
29603,2014-12-23 14:50:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,CENTRAL,NONE,1300 Block of THE EMBARCADERONORTH ST,-122.40438712912201,37.806078388625295
354271,2010-06-15 08:19:00,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,1300 Block of 38TH AV,-122.497348283336,37.7617188794147
805382,2003-12-24 15:15:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,PARK,NONE,2500 Block of GEARY BL,-122.44521714753901,37.782738837828795
795289,2004-02-16 02:00:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Monday,SOUTHERN,"ARREST, BOOKED",5TH ST / FOLSOM ST,-122.403390364804,37.780265577696
427238,2009-05-03 20:10:00,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.40853438376301,37.782032564693395
603181,2006-10-21 09:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
763973,2004-07-09 13:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TARAVAL,"ARREST, CITED",VICTORIA ST / RANDOLPH ST,-122.465297952543,37.714287035721604
481821,2008-07-27 20:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,SOUTHERN,NONE,4TH ST / FOLSOM ST,-122.401161555602,37.7820238478975
486589,2008-07-09 02:48:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,PARK,NONE,4000 Block of 17TH ST,-122.436895079866,37.762436442333396
656012,2006-01-24 15:18:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 20TH ST,-122.419052694349,37.7586324051562
435856,2009-03-22 09:53:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,NORTHERN,NONE,600 Block of EDDY ST,-122.41838200860701,37.783258377094896
519987,2008-01-12 11:13:00,WARRANTS,WARRANT ARREST,Saturday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453376250788,37.7687142722405
876121,2003-01-10 13:45:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,TARAVAL,NONE,MORAGA ST / 41ST AV,-122.500171600185,37.755050356739204
53188,2014-09-01 16:25:00,NON-CRIMINAL,CASE CLOSURE,Monday,CENTRAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,900 Block of NORTHPOINT ST,-122.422857719558,37.8054440413944
656281,2006-01-23 20:10:00,ROBBERY,ROBBERY OF A SERVICE STATION WITH A KNIFE,Monday,RICHMOND,"ARREST, BOOKED",3600 Block of GEARY BL,-122.458290531535,37.78116565308321
227794,2012-04-22 23:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,TARAVAL,"ARREST, BOOKED",2800 Block of JUDAH ST,-122.492546903822,37.7610702981736
277257,2011-08-08 12:25:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,TENDERLOIN,NONE,8TH ST / MARKET ST,-122.414743835382,37.778719262789004
30494,2014-12-14 12:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,1600 Block of MASON ST,-122.41225960454399,37.798630789818
338224,2010-09-08 15:19:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,RICHMOND,"ARREST, BOOKED",4600 Block of GEARY BL,-122.46911463284701,37.7809207816412
90054,2014-03-05 07:48:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,400 Block of BERRY ST,-122.398973245,37.7712675583636
807102,2003-12-12 17:10:00,NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE,400 Block of MONTGOMERY ST,-122.402932209678,37.793315616182106
365150,2010-04-19 01:37:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,NORTHERN,"ARREST, BOOKED",POLK ST / GEARY ST,-122.41973983780501,37.7858926099715
443644,2009-02-17 07:37:00,TRESPASS,TRESPASSING,Tuesday,TENDERLOIN,"ARREST, CITED",300 Block of GOLDEN GATE AV,-122.41635198735202,37.7816031438671
231541,2012-04-05 22:37:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,TARAVAL,NONE,300 Block of HEAD ST,-122.46446276473301,37.713613885215295
546059,2007-08-26 12:12:00,WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",300 Block of BAY SHORE BL,-122.40647997586399,37.741057552813004
532427,2007-11-03 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,500 Block of POWELL ST,-122.40868771034201,37.7900212841979
290321,2011-05-21 18:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,PRESIDIO AV / CLAY ST,-122.447149277437,37.7890690756256
480477,2008-08-07 15:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,TARAVAL,NONE,2700 Block of JUDAH ST,-122.49147433356801,37.7611175925169
553973,2007-07-15 21:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 6TH ST,-122.41029351969,37.7822305870036
285266,2011-06-18 15:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,TARAVAL,NONE,200 Block of RANDOLPH ST,-122.46485952847601,37.714345286407706
164165,2013-03-09 18:15:00,ASSAULT,THREATS AGAINST LIFE,Saturday,SOUTHERN,NONE,0 Block of 8TH ST,-122.414491438164,37.7784414815409
22283,2015-01-24 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,RICHMOND,NONE,800 Block of 47TH AV,-122.507887184351,37.772405467557796
91727,2014-02-21 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.408751692167,37.7418029218566
744047,2004-10-16 14:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,BAYVIEW,NONE,100 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
445536,2009-02-04 17:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,LYON ST / JACKSON ST,-122.446119884951,37.7909979301775
578816,2007-03-07 15:30:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,SOUTHERN,"ARREST, CITED",200 Block of 1ST ST,-122.394686364306,37.7875393825885
795882,2004-02-07 13:06:00,TRESPASS,TRESPASSING,Saturday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
435472,2009-03-30 11:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,CENTRAL,"ARREST, BOOKED",800 Block of LEAVENWORTH ST,-122.41534873890801,37.788854205046704
511052,2008-03-04 10:00:00,ARSON,ARSON OF AN INHABITED DWELLING,Tuesday,SOUTHERN,"ARREST, BOOKED",100 Block of SHIPLEY ST,-122.401699411207,37.7806522894696
640821,2006-04-08 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,LEO ST / MISSION ST,-122.436468268445,37.7224642384928
790058,2004-03-06 13:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,JUVENILE BOOKED,200 Block of POST ST,-122.406021838484,37.7886491245294
703359,2005-05-22 11:40:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,INGLESIDE,NONE,100 Block of RICHLAND AV,-122.423785024916,37.7360621454849
155353,2013-04-20 22:06:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,PSYCHOPATHIC CASE,600 Block of STEINER ST,-122.432805878401,37.7751600091535
384778,2009-12-22 02:47:00,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Tuesday,RICHMOND,NONE,600 Block of 3RD AV,-122.46079633459,37.7764275944916
160986,2013-03-24 12:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Sunday,PARK,NONE,700 Block of MASONIC AV,-122.44611755916999,37.7744030880748
716469,2005-03-22 15:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, CITED",900 Block of MARKET ST,-122.408421116922,37.7835699386918
154119,2013-04-30 22:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,100 Block of KISSLING ST,-122.415694485261,37.772072297689796
331443,2010-10-09 20:47:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE,0 Block of 8TH ST,-122.41368455516701,37.7777984628537
586520,2007-01-24 13:16:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED",700 Block of MARKET ST,-122.40535937175301,37.7859774761625
11600,2015-03-18 14:00:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Wednesday,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.38837987391899,37.783310406701496
285763,2011-06-17 03:19:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.415088721046,37.7836719564372
174977,2013-01-21 18:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,600 Block of TOWNSEND ST,-122.40273970275801,37.7708842376855
763380,2004-07-10 21:30:00,SEX OFFENSES FORCIBLE,"ATTEMPTED RAPE, BODILY FORCE",Saturday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,900 Block of GILMAN AV,-122.38747951474701,37.7179319466469
440821,2009-03-03 11:39:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,PARK,"ARREST, CITED",HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
86024,2014-03-21 17:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,NONE,800 Block of OAK ST,-122.433314676574,37.7737054374941
719401,2005-03-08 07:40:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Tuesday,NORTHERN,NONE,GOLDEN GATE AV / LAGUNA ST,-122.427019628495,37.7801921188688
414825,2009-07-20 13:43:00,OTHER OFFENSES,CONSPIRACY,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
646711,2006-03-10 15:30:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,CENTRAL,"ARREST, BOOKED",100 Block of POST ST,-122.404793641916,37.788804548889
466195,2008-10-17 03:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,INGLESIDE,NONE,3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
12407,2015-03-16 16:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,TARAVAL,NONE,2500 Block of 47TH AV,-122.505562006493,37.7389107468609
788136,2004-03-18 02:28:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Thursday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
582725,2007-02-10 18:19:00,WARRANTS,WARRANT ARREST,Saturday,NORTHERN,"ARREST, BOOKED",STEINER ST / WALLER ST,-122.43190523811899,37.77096490662571
148871,2013-05-27 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,700 Block of BRANNAN ST,-122.402917180962,37.7732011737995
534820,2007-10-21 22:28:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,UNFOUNDED,1600 Block of FULTON ST,-122.443961030021,37.7760650711598
272424,2011-08-28 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,800 Block of POTRERO AV,-122.40700119831499,37.7585409046629
62218,2014-07-21 18:17:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.784347851315104
583957,2007-02-07 12:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,800 Block of MISSION ST,-122.405395493939,37.7835100715421
39733,2014-10-31 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1300 Block of LAGUNA ST,-122.427749887673,37.783446475398996
439774,2009-03-05 21:30:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,NORTHERN,"ARREST, BOOKED",OFARRELL ST / LARKIN ST,-122.417903977564,37.785167087551706
63667,2014-07-11 00:38:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED",JENNINGS ST / GILMAN AV,-122.393739160349,37.721409092511394
792194,2004-03-01 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,LARKIN ST / CEDAR ST,-122.41818239768101,37.7865662290435
652340,2006-02-10 10:20:00,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Friday,CENTRAL,"ARREST, BOOKED",PACIFIC AV / GRANT AV,-122.40683198642701,37.796902883890795
451331,2009-01-06 12:32:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
533898,2007-10-31 11:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TAYLOR ST,-122.41055128181002,37.78250255901021
471123,2008-09-21 14:39:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",MARKET ST / OCTAVIA ST,-122.42361948889601,37.7717157193406
422663,2009-05-29 20:05:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,PARK,NONE,1600 Block of HAIGHT ST,-122.44910101170099,37.7696756290578
719736,2005-03-07 07:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
526487,2007-12-10 08:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,CENTRAL,NONE,900 Block of SANSOME ST,-122.402258143298,37.7989237331944
738713,2004-11-13 11:17:00,ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,INGLESIDE,"ARREST, BOOKED",MISSION ST / COTTER ST,-122.43291130068998,37.7271787315856
630880,2006-06-02 04:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,NORTHERN,NONE,WASHINGTON ST / OCTAVIA ST,-122.427807851203,37.7924249809881
365771,2010-04-10 03:00:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Saturday,MISSION,NONE,400 Block of SAN BRUNO AV,-122.40546877590599,37.7639259195338
253836,2011-12-13 17:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,TENDERLOIN,NONE,0 Block of GRANT AV,-122.40485851617399,37.7872026250974
578791,2007-03-07 16:24:00,WEAPON LAWS,POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT,Wednesday,SOUTHERN,NONE,7TH ST / BRYANT ST,-122.404749273533,37.7742800977454
160679,2013-04-01 00:10:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Monday,RICHMOND,NONE,300 Block of 23RD AV,-122.482592898737,37.7811403162951
191543,2012-10-29 16:05:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Monday,MISSION,NONE,2800 Block of 22ND ST,-122.410817751206,37.755859903195706
378524,2010-01-29 12:00:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Friday,INGLESIDE,NONE,5100 Block of MISSION ST,-122.440659593804,37.7168235156302
188367,2012-11-13 00:45:00,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Tuesday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489706214168,37.7342213212186
484766,2008-07-13 08:22:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",JONES ST / STEVELOE PL,-122.41288317793301,37.7853530358936
325231,2010-11-16 00:01:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,SOUTHERN,NONE,100 Block of LANGTON ST,-122.407470899419,37.7755204237187
280022,2011-07-17 12:54:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
503358,2008-04-06 22:30:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Sunday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
609506,2006-09-20 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,600 Block of FILBERT ST,-122.410220142966,37.8013225692058
407424,2009-08-22 08:20:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Saturday,NORTHERN,"ARREST, BOOKED",VANNESS AV / HAYES ST,-122.419697721691,37.7773009526003
731881,2004-12-23 09:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,MISSION,NONE,MARKET ST / ROMAIN ST,-122.44100165988199,37.7562182658273
719655,2005-03-07 11:25:00,MISSING PERSON,FOUND PERSON,Monday,NORTHERN,"ARREST, BOOKED",1100 Block of POLK ST,-122.420000865929,37.78753384128071
147002,2013-06-01 10:26:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Saturday,MISSION,NONE,3200 Block of 21ST ST,-122.41932208976999,37.7570651494219
617146,2006-08-10 22:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,PARK,NONE,1700 Block of HAYES ST,-122.44527527823901,37.774094615500005
130453,2013-08-21 01:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,3200 Block of 17TH ST,-122.419004027906,37.76351759830021
628414,2006-06-15 13:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,RICHMOND,NONE,600 Block of 32ND AV,-122.491956779206,37.7768766735218
836223,2003-07-24 10:30:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632561,37.781862188279206
788262,2004-03-17 19:10:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,MISSION,NONE,100 Block of SAN CARLOS ST,-122.420119071449,37.7609695131583
497920,2008-05-04 18:00:00,MISSING PERSON,MISSING JUVENILE,Sunday,CENTRAL,LOCATED,2600 Block of MASON ST,-122.41413989650299,37.8079521038261
455842,2008-12-09 21:10:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.415533007999,37.7821372997842
265232,2011-10-08 14:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,0 Block of 5TH ST,-122.40728475718599,37.7834492708956
241488,2012-02-11 19:22:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,NORTHERN,"ARREST, BOOKED",700 Block of GROVE ST,-122.429204653498,37.776981844911106
62149,2014-07-21 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1000 Block of GEARY ST,-122.420571110949,37.7857331120575
59029,2014-08-05 12:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TARAVAL,"ARREST, CITED",41ST AV / LINCOLN WY,-122.500828300284,37.7644036412279
314309,2011-01-12 20:00:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
92263,2014-02-20 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,STATES ST / CASTRO ST,-122.43526025162599,37.7634629489652
449070,2009-01-19 09:54:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
713279,2005-04-06 16:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TARAVAL,NONE,700 Block of IRVING ST,-122.46578415957701,37.764005093998
802026,2004-01-10 01:50:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,INGLESIDE,NONE,0 Block of PRECITA AV,-122.41868658863702,37.746788507968
111090,2013-11-14 13:48:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.40984944165501,37.78327552025671
282083,2011-07-11 10:34:00,RECOVERED VEHICLE,"VEHICLE, RECOVERED, AUTO",Monday,BAYVIEW,NONE,300 Block of 20TH ST,-122.386104938274,37.760692489995996
582529,2007-02-11 10:00:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE,1700 Block of ALABAMA ST,-122.41038702801501,37.7450954589079
439584,2009-03-06 10:20:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,NORTHERN,JUVENILE BOOKED,VANNESS AV / MCALLISTER ST,-122.420250482603,37.780074574633396
796156,2004-02-06 21:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
749304,2004-09-18 22:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,RICHMOND,"ARREST, BOOKED",700 Block of 35TH AV,-122.49517473583799,37.7748589909304
850416,2003-05-14 22:46:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,MISSION,NONE,1000 Block of ALABAMA ST,-122.41126389248699,37.7550676731544
837565,2003-07-13 23:45:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,SOUTHERN,NONE,1400 Block of HOWARD ST,-122.414927187814,37.773523978923
27159,2015-01-05 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Monday,CENTRAL,NONE,800 Block of VALLEJO ST,-122.41128085229401,37.798212742642995
570986,2007-04-19 12:42:00,NON-CRIMINAL,AIDED CASE,Thursday,RICHMOND,NONE,200 Block of 6TH AV,-122.46455604511299,37.7838444092561
488451,2008-06-27 09:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,300 Block of SUTTER ST,-122.40620371624901,37.7895849790509
580626,2007-02-23 15:14:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Friday,BAYVIEW,NONE,3RD ST / PALOU AV,-122.39097173455099,37.734015218072294
44636,2014-10-05 19:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,600 Block of POST ST,-122.41201048788,37.7877770164282
801328,2004-01-11 22:45:00,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
743486,2004-10-25 01:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065795,37.7835160563924
521292,2008-01-08 21:05:00,WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
758454,2004-08-06 05:12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.424251976012,37.7872870352478
782211,2004-04-15 06:45:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,TARAVAL,NONE,100 Block of BUCKINGHAM WY,-122.478884586609,37.7258438313416
